,date,text,hashtags
161,Sat Mar 17 20:07:08 +0000 2018,"#Vasyl #Slipak vivait en  dps 19 ans et jouait à l’Opéra de Paris qd au début de la révolution, il renonce à sa brillante carrière, revient en #Ukraine &amp; participe au mvmt de #Maidan.

Le 09/06/16, il est tué par un sniper #russe ds la région de #Donetsk.

#Boycott_Russia2018 https://t.co/Z9bOnDQ8c7","['Vasyl', 'Slipak']"
162,Sun Mar 18 07:21:46 +0000 2018,"Putains de merde mais boycottez @bfmtv chaîne à la lèche du pouvoir qui traffic l'information

Vive @tvlofficiel (donnez pour compenser les subventions qui leurs sont interdites car il ne sont pas des toutous de macouille)

Vive @RTenfrancais 
Vive @sputnik_fr 

#boycottBFM https://t.co/ObYBdU0UKF",
164,Sat Mar 17 13:57:56 +0000 2018,L'entêtement aveugle de Teresa May empêtrée dans ses difficultés intérieures ... https://t.co/ziI9tx61hn,
165,Sun Mar 18 10:20:15 +0000 2018,"Gérard Depardieu, citoyen poutinien, a voté à l’ambassade de Russie à Paris.
#Poutine #RussiaElections2018 https://t.co/4nhmSiUEGy","['Poutine', 'RussiaElections2018']"
166,Sun Mar 18 09:35:46 +0000 2018,Gérard Depardieu a voté ! #RussiaElections2018 https://t.co/Hggrt03akI,['RussiaElections2018']
169,Sun Mar 18 15:35:15 +0000 2018,"Poutine clash Macron ! Violent
https://t.co/JuAnWmcHft",
170,Sun Mar 18 15:53:52 +0000 2018,VIDEO. Présidentielle en Russie : Gérard Depardieu a voté à Paris (et ce n'est pas si étonnant que ça) https://t.co/rxxLNvxXEL via @franceinfo,
172,Sun Mar 18 15:53:51 +0000 2018,"""On nous a forcés"" : des Russes affirment avoir été contraints de voter à la présidentielle https://t.co/GeLSgWDln6 via @franceinfo",
173,Sun Mar 18 12:21:24 +0000 2018,"#PrésidentPoutineOui Le peuple l'aime (on est plus habitué en France ! ).
Si en Occident #Poutine est parfois dépeint comme un dictateur, il est avant tout vu en #Russie comme celui qui a su relever le pays après le chaos des années 90, à la suite de la chute de l'URSS. https://t.co/VkO5luXhz1","['PrésidentPoutineOui', 'Poutine']"
174,Sun Mar 18 15:53:48 +0000 2018,"J'aime une vidéo @YouTube : ""L'Hebdo Politique: May - Poutine, l'affaire du poison avec Alain Corvez et Alain Juillet (ex-DGSE)"" à",
175,Sun Mar 18 14:45:00 +0000 2018,"Campagne présidentielle de Poutine : 1 seul meeting, 5 minutes de présence sur scène et pas de programme annoncé. Et 70% d'intentions de vote
https://t.co/uc7Yws3kN9 https://t.co/RnnB0IOxGj",
178,Sun Mar 18 15:45:38 +0000 2018,"@leboncompte Pourquoi tant de haine  vers la Russie,  peut être  parce que la Russie  sera le rempart à  l'islamisation  de l'Europe !",
179,Sun Mar 18 11:02:18 +0000 2018,Pffffff! tous ces journalistes réputés pour leur objectivité qui disent du mal de #Poutine ! Ca va certainement lui gâcher sa journée.,['Poutine']
180,Sun Mar 18 15:55:55 +0000 2018,#Russie ... #Poutine ...  Fraudes et bourrages d'urnes ...   #Невыборы2018 #РФ #Россия #Russie #Russia #Москва https://t.co/NZQA3Skx0J,"['Russie', 'Poutine', 'Невыборы2018', 'РФ', 'Россия', 'Russie', 'Russia', 'Москва']"
181,Sun Mar 18 10:51:23 +0000 2018,"Помимо пачки бюллетеней, было бы хорошо выдавать молоток, чтобы эту пачку быстро забивать в узкую щель урны. https://t.co/mWXeleZJof",
182,Sun Mar 18 15:55:54 +0000 2018,"ORAGES D'ACIER: Des migrants ont agressé des jeunes femmes russes,... https://t.co/tMutcnkr3p",
183,Sun Mar 18 15:55:54 +0000 2018,"""L'Occident ne veut pas nous comprendre, alors il faut leur faire peur!"": les Russes à la sortie de l'isoloir - La Libre https://t.co/M2aIWiRkHw",
184,Sun Mar 18 15:55:54 +0000 2018,"Aujourd'hui, j'ai découvert cette cover de Mercy de @MadameMonsieur en russe.
https://t.co/kAzGGrDgFN",
186,Sun Mar 18 10:21:07 +0000 2018,"Depuis des semaines habitants #Ghouta orientale endurent siège et bombardements acharnés de l’alliance Syrie-Russie. A présent risquent détention et même exécutions.
Conseil Sécurité ONU doit agir d’urgence pour éviter représailles https://t.co/lUFRIxUbn9 https://t.co/NgMhMPA4r6",['Ghouta']
190,Sun Mar 18 11:06:46 +0000 2018,"en cette journée sombre pour la démocratie en Russie, une pensée particulièrement émue pour Anna #Politkovskaia, journaliste courageuse qui avait osé défier le système Poutine, assassinée en 2006",['Politkovskaia']
191,Sun Mar 18 14:39:54 +0000 2018,"#PresidentielleRussie2018  : A 17h (15h heure française), le taux de participation pour le premier tour du scrutin atteignait 51,9%

⚡️ EN CONTINU : 
➡️ https://t.co/AzwcUO0mzZ https://t.co/mU0FVBQgrN",['PresidentielleRussie2018']
193,Fri Mar 16 11:53:04 +0000 2018,"40 auteurs russes  présents au Salon du livre. Macron mélangeant culture et politique s'est privé de la rencontre avec le grand écrivain Zakhar Prilepine qui a donné un entretien à @tvlofficiel 
Macron aurait pu parler aussi avec Natalia Soljenitsyne, la veuve de Soljenitsyne.",
196,Sat Mar 17 20:15:35 +0000 2018,Le boycott du stand Russe par l’arrogant #Macron au Saon du Livre est pitoyable. Il en dit long sur le personnage. https://t.co/coaMO8m2mh,['Macron']
197,Sun Mar 18 13:09:52 +0000 2018,Les #collabos du #fn sont réunis à Moscou pour cirer les pompes de leur maître. Et dire qu’ils vilipendent le Parti communiste... https://t.co/b62Dnrl3mo,"['collabos', 'fn']"
198,Sun Mar 18 15:55:38 +0000 2018,"Plus d'un million de personnes suivent la présidentielle en direct! Les chats, comme les humains, veulent être au courant de tout ce qui se passe en cette journée importante pour la Russie.
Suivez vous aussi le grand jour de l’élection #PrésidentielleRusse https://t.co/9w98eqtnkE https://t.co/tKEGEBQTBz",
199,Sat Mar 17 20:22:00 +0000 2018,"Comme toute grande puissance, la #Russie a ses torts mais attention à l'hystérie anti-russe que sont en train de préparer certains en Occident, à commencer par #ThérésaMay.
Et n'oublions jamais Colin Powell le 05/02/2003 apportant soi-disant la ""preuve"" pour attaquer l'#Irak... https://t.co/s2QdYkQpYT",['Russie']
201,Sun Mar 18 15:55:30 +0000 2018,L’homme le plus puissant du monde : ni Trump ni Poutine. Le blog de Bernard Gensane – | @scoopit https://t.co/MG8ufynVZM,
202,Sun Mar 18 15:55:30 +0000 2018,@MSNFrance Les Russes ne sont pas si cons pour avoir laissé des indices. C'est un coup monté,
203,Sun Mar 18 13:56:35 +0000 2018,Emmanuel Macron sera-t-il aussi féroce avec l’Arabie saoudite qu’il l’est avec la Russie ? https://t.co/4wH845gAQ2,
206,Sun Mar 18 15:55:23 +0000 2018,#Russie ... #Poutine ...  Fraudes et bourrages d'urnes ...   #Невыборы2018 #РФ #Россия #Russie #Russia #Москва https://t.co/IJzGnUGove,"['Russie', 'Poutine', 'Невыборы2018', 'РФ', 'Россия', 'Russie', 'Russia', 'Москва']"
207,Sun Mar 18 15:55:05 +0000 2018,"В Брянской области мать дала бюллетени сыну для вброса

Не зря рожала https://t.co/wVePCaS1Oe",
208,Sun Mar 18 14:13:21 +0000 2018,"Qd E. Macron est la fierte de la France a l'etranger , ses opposants en sont la HONTE  https://t.co/O8Fx55xhEO",
209,Sun Mar 18 11:16:28 +0000 2018,"Course effrénée entre le #FN et #LR pour savoir qui sera le premier à servir de paillasson à #Poutine. 
#Alliot en première ligne - mais devancé par @ThierryMARIANI et sa longue expérience de léchage de dictateurs en tous genres. https://t.co/S0PeJ8Ix3P","['FN', 'LR', 'Poutine', 'Alliot']"
210,Sun Mar 18 15:55:21 +0000 2018,"@actudefense @AnneNivat Moi pas du tout. J'entends tjs parler de la grandiose culture russe, de la difficulté d'unifier un espace géographique aussi vaste, de la difficulté de sortir du communisme etc. Il y a sans doute pas mal de poncifs là-dedans aussi, mais ils sont plutôt amènes.",
211,Sun Mar 18 08:03:00 +0000 2018,Son obsession : rendre sa grandeur à la Russie. https://t.co/eKWmuITNvA,
212,Sun Mar 18 15:55:20 +0000 2018,La démocratie selon #Poutine. Bienvenue en dictature #Russia https://t.co/soc0eFAClS,"['Poutine', 'Russia']"
213,Sun Mar 18 13:08:17 +0000 2018,"Московская область, г. Люберцы, УИК 1479. Член избирательной комиссии берет со стола бюллетени и бросает в урну. Через минуту берет еще и повторяет. Далее к ней присоединяется другой член комиссии, они начинают забрасывать в урну бюллетени. Молодцы, решают судьбу России... https://t.co/wtNvQJhRSY",
214,Sun Mar 18 14:11:25 +0000 2018,"Partout dans le monde #VladimirPoutine est respecté et admiré, sauf en Occident qui lui préfère l'ivrogne Boris Eltsine ou le traître Gorbatchev. Car l'Occident aime l'image d'une Russie faible, sans honneur et sans fierté. Avec Poutine, l'ours russe a fait un retour fracassant.",['VladimirPoutine']
215,Sun Mar 18 15:55:19 +0000 2018,"Élections russes
#Poutine https://t.co/0P8oRFXzQX",['Poutine']
216,Wed Dec 06 16:14:19 +0000 2017,"À la surprise générale, Poutine annonce qu’il brigue un quatrième mandat.
Vladimir c’est le genre de type recalé à les Crimée qui se présente à l’Oural.",
217,Sun Mar 18 15:55:15 +0000 2018,vladimir poutine sa longevite au pouvoir encore loin des records mondiaux monde letelegramme fr https://t.co/7xTuU29YXX,
218,Sat Mar 17 19:56:05 +0000 2018,#Electionsprésidentielles en #Russie : la crainte de #Poutine est une forte #abstention. Il faut refaire les #soviets de 1905 et 1917 en mieux !https://t.co/rOWxQI7pm5 https://t.co/cYuYD7RaY7,"['Electionsprésidentielles', 'Russie', 'Poutine', 'abstention']"
219,Sun Mar 18 15:55:15 +0000 2018,"Environ 300 personnes à la manifestation #Syrie #Ghouta 
Anti #Poutine et #Assad https://t.co/s5Rv2rTgWY","['Syrie', 'Ghouta', 'Poutine', 'Assad']"
220,Sun Mar 18 15:48:16 +0000 2018,"#Elections #Russie Il faut regarder la série de mini docs ""Jailed for a like"", des histoires de citoyens russes emprisonnés ou poursuivis pour leur activité sur les réseaux sociaux. Aux crayons la talentueuse Sofiya Voznaya  https://t.co/ofIRHts2Vc","['Elections', 'Russie']"
221,Fri Mar 16 13:10:21 +0000 2018,"#Europe fait autruche et tapisserie, comme de bien entendu. Fuck #Trump, fuck #Poutine, vous n’aurez pas ma haine, give peace a chance, la tête dans le sable et le cul à l’air, merde aux #Retraites, gloire au #VivreEnsemble et pourvu que ça dure. La suite au prochain #Bataclan.","['Europe', 'Trump', 'Poutine']"
224,Sun Mar 18 15:32:21 +0000 2018,"Les Kurdes annoncent qu'ils débutent une guérilla à #Afrin 
Pour le ravitaillement en armes : #Assad, l'#Iran (peut-être Russie) 
Cela devrait en faire hésiter certains avant d'accepter l'offre #Turquie d'un champ d'oliviers volé à ses habitants
https://t.co/qD9kbzczfh","['Afrin', 'Assad', 'Iran']"
225,Sun Mar 18 14:50:10 +0000 2018,Kurds signal move to new phase of guerrilla war on Turkish forces in Afrin https://t.co/un0cqhgYfW https://t.co/2yA6Z65Mcf,
226,Sun Mar 18 08:15:27 +0000 2018,Nos journalistes se permettent de critiquer l'élection en Russie alors qu'ils sont responsables des accusations bidons contre @FrancoisFillon et @NicolasSarkozy pour aider l’élection de  @EmmanuelMacron ! Boycottons massivement pour dire non à la manipulation !,
227,Sun Mar 18 11:42:00 +0000 2018,Pourquoi ne comprenons-nous pas la popularité de #Poutine​ en Russie ? Explication de l'écrivain Sylvain Tesson​. @TessonActu @ParisPremiere #ZENPP https://t.co/bjSawWmQwF,['Poutine']
228,Sun Mar 18 15:05:00 +0000 2018,"#Moscou. A l’invitation de Viatcheslav #Volodine, Pdt de la @dumagovru, observation de l’élection présidentielle en #Russie où s’affrontent 8 candidats 
Toujours cette ambiance de kermesse dans les bureaux pour essayer d’augmenter la participation dans ce scrutin sans suspense https://t.co/bZRGor9UW4","['Moscou', 'Volodine']"
230,Sun Mar 18 15:55:03 +0000 2018,"Présidentielle russe : la participation, unique enjeu https://t.co/ZmdKwTymn8 #Russie #Moscou https://t.co/clDlDy6hMB","['Russie', 'Moscou']"
231,Sun Mar 18 15:55:01 +0000 2018,@Ozixh @FacBellum2 Ce qui est amusant c'est de voir que les russes ont un point de vue totalement différent.,
233,Sun Mar 18 15:18:34 +0000 2018,"L'ambassadeur de Russie aux États-Unis fait état de provocations lors de la tenue de la #PrésidentielleRusse
https://t.co/9w98eqtnkE https://t.co/ihrpl8EKT3",['PrésidentielleRusse']
238,Sun Mar 18 14:27:25 +0000 2018,"J'ai supprimé mon tweet qui disait que je préférais notre démocratie au despotisme de la Russie : excusez-moi mais j'avais subitement oublié Macron qui ne connait pas lui non plus,  la définition du mot démocratie !",
239,Sun Mar 18 15:57:08 +0000 2018,"De 2000 à aujourd’hui, la mainmise électorale de Poutine et de Russie unie https://t.co/BQSBg15dtP",
240,Sat Mar 17 08:49:23 +0000 2018,"Les médias agitent le spectre de #Poutine dictateur solitaire parce qu’il entame un 4eme mandat, mais #Merkel? 4 mandats, le dernier sans majorité et elle incarne la démocratie? Les journalistes qui écrivent sont ils conscients ou obéissent ils bêtement? https://t.co/KxNJbzYmfn","['Poutine', 'Merkel']"
241,Sun Mar 18 15:57:05 +0000 2018,"Pourquoi Russes et Iraniens ont-ils réussi à sauver Assad malgré l'appui saoudien + #USA aux rebelles ""dits modérés"", armes qui se sont retrouvées chez Daech? Parce qu'ils voulaient faire tomber Assad sans risquer la vie de leurs soldats alors que Russie et #Iran l'ont accepté https://t.co/Qp6z7F3Uq8",['USA']
242,Sun Mar 18 10:48:11 +0000 2018,"Gégé #Depardieu a voté #RussiaElection2018 
#AmbassadeRussie #Paris #Russie #Russia2018 
https://t.co/Q9gikqQLnt","['Depardieu', 'RussiaElection2018', 'AmbassadeRussie', 'Paris', 'Russie', 'Russia2018']"
243,Sun Mar 18 15:57:05 +0000 2018,Présidentielle russe : la France ne reconnaît pas le vote en Crimée https://t.co/4eLreXG8vq,
245,Sun Mar 18 15:57:01 +0000 2018,"@Malrene3 @montagnette1 Vous, vous devriez aller y vivre un moment pour vous rendre compte de tous les mensonges que nos médias nous déversent dans la tête à longueur de temps. Il y a ici un certain nombre de twitteurs qui vivent en Russie et qui témoignent. Lisez-les un peu...",
247,Sun Mar 04 13:12:29 +0000 2018,avec marine le pen et Vladimir Poutine on retrouverai notre puissance et le respect de tous les pays qui nous on aider pendant la guerre et retrouverai notre fierté je l'ai toujours moi vive @MLP_officiel . https://t.co/mKkFGNvO8B,
248,Sun Mar 18 15:56:59 +0000 2018,@franceinfoplus vive Poutine,
249,Sun Mar 18 15:56:56 +0000 2018,@serggi3 @ChLECHEVALIER Je préférerais que nous tapions sur la Turquie pour défendre les Kurdes n'en déplaise à Poutine !,
252,Sun Mar 18 15:56:53 +0000 2018,"@antipropaganda Le bilan de Poutine que les médias n'abordent que trop peu souvent , on préfère nous raconter que montrer du doigt Poutine ne fait que le renforcer ....",
253,Sun Mar 18 13:55:53 +0000 2018,On a du mal à y croire et pourtant... il s’agit bien d’un tweet de l’ambassade russe au Royaume-Uni... https://t.co/7EPkktMxi9,
254,Sun Mar 18 09:54:00 +0000 2018,"In absence of evidence, we definitely need Poirot in Salisbury! https://t.co/EHTlEQmcPp",
255,Sun Mar 18 15:56:42 +0000 2018,"LES JOURNALEUX   ..........
. 
POUTINE  4 ème  MANDAT    ............  DICTATEUR     ...............
.
MERKEL    4 ème  MANDAT   ..............   DEMOCRATE
.
CHERCHEZ    L ERREUR    ???",
263,Sun Mar 18 15:56:41 +0000 2018,C'est fou ce que les merdias français ne supportent pas la popularité de Poutine en #Russie! https://t.co/mwY6XDgUms,['Russie']
264,Sun Mar 18 11:25:41 +0000 2018,"Russie: ""Ici, c'est fraude et bourrage d'urnes"" https://t.co/tk0yS2nMjH",
265,Sun Mar 18 15:00:46 +0000 2018,"L'équipe de Russie s'est rassemblée aujourd'hui pour préparer ses 2 prochains matches amicaux

23 mars contre le Brésil
27 mars contre l'@equipedefrance https://t.co/KIQn2A1Vk9",
266,Sun Mar 18 14:15:10 +0000 2018,Небольшой видеосюжет с сегодняшней тренировки @TeamRussia ️ https://t.co/gH6405qXA6,
267,Sun Mar 18 15:48:13 +0000 2018,"À la veille de l’élection russe, en pleine crise diplo, 4ans post-annexion Crimée, 7a de drame syrien, analyse en profondeur du multilatéralisme selon Poutine Historique des opportunités manquées &amp; propositions fortes Très intéressant @NTenzer #GeoPolitics https://t.co/e9BT3Ei1Ha",
268,Sun Mar 18 15:56:33 +0000 2018,"De 2000 à aujourd’hui, la mainmise électorale de Poutine et de Russie unie https://t.co/lFduvb9EAy",
269,Sun Mar 18 15:56:29 +0000 2018,Des images confirment la fraude électorale en Russie https://t.co/W19Ls6N09X https://t.co/sgwpgXlpCy,
272,Sun Mar 18 15:56:26 +0000 2018,"L'Homme qui a survolte l'axe occidental.Poutine aura garde de beaux ""restes""de l'ere sovietique pour surprendre une adversite qui a trop vite enterre la Russie post-Gorbatchev! https://t.co/lPyXfPQqEC",
274,Sun Mar 18 15:56:26 +0000 2018,"#Poutine c’est le meilleur!
L’occident tente de boycotter la #Russie et lui quelle est sa réaction?
Il nous envoie un Moscou Paris en pleine tête!
Il est au-dessus indéniablement...
#neigeparis","['Poutine', 'Russie']"
